symbol,company,market_cap,industry,lodged,tier,tier_kind,collar,funded_collar,blockers
CRN,CORONADO GLOBAL RESOURCES INC.,410731164,Materials,2020-12-07,CEO,kmp,unclear,workable,
CRN,CORONADO GLOBAL RESOURCES INC.,410731164,Materials,2020-12-07,Chair of the Board,director,unclear,workable,
CRN,CORONADO GLOBAL RESOURCES INC.,410731164,Materials,2020-12-07,Reporting Persons,other,unclear,workable,
CRN,CORONADO GLOBAL RESOURCES INC.,410731164,Materials,2020-12-07,Connected Persons,associate,unclear,workable,
HCW,HEALTHCO HEALTHCARE AND WELLNESS REIT,409881060,Equity Real Estate Investment Trusts (REITs),2022-09-15,Employees,all_staff,clearance_required,workable,
HCW,HEALTHCO HEALTHCARE AND WELLNESS REIT,409881060,Equity Real Estate Investment Trusts (REITs),2022-09-15,Directors,director,clearance_required,workable,
HCW,HEALTHCO HEALTHCARE AND WELLNESS REIT,409881060,Equity Real Estate Investment Trusts (REITs),2022-09-15,Senior Executives,kmp,clearance_required,workable,
HCW,HEALTHCO HEALTHCARE AND WELLNESS REIT,409881060,Equity Real Estate Investment Trusts (REITs),2022-09-15,Group Chief Executive Officer,kmp,clearance_required,workable,
HCW,HEALTHCO HEALTHCARE AND WELLNESS REIT,409881060,Equity Real Estate Investment Trusts (REITs),2022-09-15,Chair,director,clearance_required,workable,
HCW,HEALTHCO HEALTHCARE AND WELLNESS REIT,409881060,Equity Real Estate Investment Trusts (REITs),2022-09-15,Group Company Secretary,other,clearance_required,workable,
HCW,HEALTHCO HEALTHCARE AND WELLNESS REIT,409881060,Equity Real Estate Investment Trusts (REITs),2022-09-15,Designated Staff Members,restricted,clearance_required,workable,
HCW,HEALTHCO HEALTHCARE AND WELLNESS REIT,409881060,Equity Real Estate Investment Trusts (REITs),2022-09-15,Associates,associate,clearance_required,workable,
KGL,KGL RESOURCES LIMITED,408850338,Materials,2010-12-30,Representatives,all_staff,clearance_required,workable,
KGL,KGL RESOURCES LIMITED,408850338,Materials,2010-12-30,Director,director,notification_required,workable,
KGL,KGL RESOURCES LIMITED,408850338,Materials,2010-12-30,Identified Employee,kmp,notification_required,workable,
IGL,IVE GROUP LIMITED,405726392,Media & Entertainment,2024-08-25,Directors,director,blocked,blocked_hedge,"derivatives: For the avoidance of doubt, during the above periods Relevant Persons must not deal in financial products issued or crea"
IGL,IVE GROUP LIMITED,405726392,Media & Entertainment,2024-08-25,Senior Executives,kmp,blocked,blocked_hedge,"derivatives: For the avoidance of doubt, during the above periods Relevant Persons must not deal in financial products issued or crea"
IGL,IVE GROUP LIMITED,405726392,Media & Entertainment,2024-08-25,All other employees,all_staff,blocked,blocked_hedge,"derivatives: For the avoidance of doubt, during the above periods Relevant Persons must not deal in financial products issued or crea"
IGL,IVE GROUP LIMITED,405726392,Media & Entertainment,2024-08-25,Connected Persons,associate,blocked,blocked_hedge,"derivatives: For the avoidance of doubt, during the above periods Relevant Persons must not deal in financial products issued or crea"
WHI,WHITEFIELD INCOME LIMITED,405566025,Not Applic,2024-12-09,KMP,kmp,unclear,workable,
PE1,PENGANA PRIVATE EQUITY TRUST,397089184,Not Applic,2024-04-22,Pengana Directors,director,blocked,blocked_hedge,hedging: Pengana Associates may not enter into hedging or other financial arrangements (including derivative transactions) which  | derivatives: Pengana Associates may not enter into hedging or other financial arrangements (including derivative transactions) which 
PE1,PENGANA PRIVATE EQUITY TRUST,397089184,Not Applic,2024-04-22,Pengana Employees,all_staff,blocked,blocked_hedge,hedging: Pengana Associates may not enter into hedging or other financial arrangements (including derivative transactions) which  | derivatives: Pengana Associates may not enter into hedging or other financial arrangements (including derivative transactions) which 
PE1,PENGANA PRIVATE EQUITY TRUST,397089184,Not Applic,2024-04-22,Connected Persons,associate,blocked,blocked_hedge,hedging: Pengana Associates may not enter into hedging or other financial arrangements (including derivative transactions) which  | derivatives: Pengana Associates may not enter into hedging or other financial arrangements (including derivative transactions) which 
SGQ,ST GEORGE MINING LIMITED,394315355,Materials,2010-12-21,Directors,director,unclear,workable,
SGQ,ST GEORGE MINING LIMITED,394315355,Materials,2010-12-21,Key Management Personnel,kmp,unclear,workable,
WLC,WHITEROCK LITHIUM CORP.,393063309,Class Pend,2026-08-20,Restricted Persons,restricted,clearance_required,workable,
WLC,WHITEROCK LITHIUM CORP.,393063309,Class Pend,2026-08-20,CEO,kmp,clearance_required,workable,
WLC,WHITEROCK LITHIUM CORP.,393063309,Class Pend,2026-08-20,Chairman,kmp,clearance_required,workable,
WLC,WHITEROCK LITHIUM CORP.,393063309,Class Pend,2026-08-20,Connected Person,associate,clearance_required,workable,
WMI,WAM MICROCAP LIMITED,391058911,Not Applic,2017-06-27,Restricted Persons,restricted,blocked,blocked_hedge,hedging: A Restricted Person must not enter into hedging arrangements with respect to securities in the Company (including any sh | derivatives: Hedging arrangements include entering into transactions in financial products that operate to limit the economic risk as
WMI,WAM MICROCAP LIMITED,391058911,Not Applic,2017-06-27,Associated Parties,associate,unclear,blocked_hedge,
TYR,TYRO PAYMENTS LIMITED,388691598,Financial Services,2020-09-13,Directors,director,clearance_required,workable,
TYR,TYRO PAYMENTS LIMITED,388691598,Financial Services,2020-09-13,Restricted Employees,kmp,clearance_required,workable,
TYR,TYRO PAYMENTS LIMITED,388691598,Financial Services,2020-09-13,Directors and Restricted Employees,kmp,clearance_required,workable,
TYR,TYRO PAYMENTS LIMITED,388691598,Financial Services,2020-09-13,Employees,all_staff,clearance_required,workable,
TYR,TYRO PAYMENTS LIMITED,388691598,Financial Services,2020-09-13,Closely Connected Persons,associate,clearance_required,workable,
AFG,AUSTRALIAN FINANCE GROUP LTD,388500355,Financial Services,2015-05-21,Directors,director,clearance_required,workable,
AFG,AUSTRALIAN FINANCE GROUP LTD,388500355,Financial Services,2015-05-21,Senior Executives,kmp,clearance_required,workable,
AFG,AUSTRALIAN FINANCE GROUP LTD,388500355,Financial Services,2015-05-21,"Directors, Senior Executives and their Connected Persons",kmp,clearance_required,workable,
AFG,AUSTRALIAN FINANCE GROUP LTD,388500355,Financial Services,2015-05-21,Other Relevant Persons,all_staff,notification_required,workable,
AFG,AUSTRALIAN FINANCE GROUP LTD,388500355,Financial Services,2015-05-21,Connected Persons,associate,clearance_required,workable,
KOA,THE KOALA COMPANY LIMITED,385361716,Consumer Discretionary Distribution & Retail,2026-03-30,Directors and Senior Management,kmp,clearance_required,workable,
KOA,THE KOALA COMPANY LIMITED,385361716,Consumer Discretionary Distribution & Retail,2026-03-30,Chair of the Board,kmp,clearance_required,workable,
KOA,THE KOALA COMPANY LIMITED,385361716,Consumer Discretionary Distribution & Retail,2026-03-30,Koala Person,restricted,clearance_required,workable,
KOA,THE KOALA COMPANY LIMITED,385361716,Consumer Discretionary Distribution & Retail,2026-03-30,Connected Persons,associate,clearance_required,workable,
TGN,TUNGSTEN MINING NL,383993557,Materials,2015-04-22,Relevant Persons,all_staff,clearance_required,workable,
TGN,TUNGSTEN MINING NL,383993557,Materials,2015-04-22,Directors,director,notification_required,workable,
HZN,HORIZON OIL LIMITED,383324509,Energy,2018-08-23,Restricted Personnel,restricted,blocked,workable,"hedging: Restricted Personnel must not enter into a hedging arrangement, deal in a financial derivative (including options) or en | derivatives: Restricted Personnel must not enter into a hedging arrangement, deal in a financial derivative (including options) or en"
HZN,HORIZON OIL LIMITED,383324509,Energy,2018-08-23,Directors,director,notification_required,workable,
HZN,HORIZON OIL LIMITED,383324509,Energy,2018-08-23,Associated parties,associate,notification_required,workable,
TTX,TETRATHERIX LIMITED,381489256,"Pharmaceuticals, Biotechnology & Life Sciences",2025-06-27,Employees,all_staff,blocked,workable,hedging: Employees must not trade in any derivative products issued by the Company. | derivatives: Employees must not trade in any derivative products issued by the Company. Derivative products issued by the Company ove
TTX,TETRATHERIX LIMITED,381489256,"Pharmaceuticals, Biotechnology & Life Sciences",2025-06-27,Key Management Personnel,kmp,clearance_required,workable,
TTX,TETRATHERIX LIMITED,381489256,"Pharmaceuticals, Biotechnology & Life Sciences",2025-06-27,Directors,director,notification_required,workable,
TTX,TETRATHERIX LIMITED,381489256,"Pharmaceuticals, Biotechnology & Life Sciences",2025-06-27,Other individuals,other,clearance_required,workable,
DXC,DEXUS CONVENIENCE RETAIL REIT,380179363,Equity Real Estate Investment Trusts (REITs),2021-10-21,Chairman,director,unclear,workable,
DXC,DEXUS CONVENIENCE RETAIL REIT,380179363,Equity Real Estate Investment Trusts (REITs),2021-10-21,Independent Director,director,unclear,workable,
DXC,DEXUS CONVENIENCE RETAIL REIT,380179363,Equity Real Estate Investment Trusts (REITs),2021-10-21,Chief Executive Officer,kmp,unclear,workable,
DXC,DEXUS CONVENIENCE RETAIL REIT,380179363,Equity Real Estate Investment Trusts (REITs),2021-10-21,Executive General Manager,kmp,unclear,workable,
DXC,DEXUS CONVENIENCE RETAIL REIT,380179363,Equity Real Estate Investment Trusts (REITs),2021-10-21,Employee,all_staff,unclear,workable,
OMA,OMEGA OIL & GAS LIMITED,378519580,Energy,2026-04-09,Employees and consultants,all_staff,clearance_required,workable,
OMA,OMEGA OIL & GAS LIMITED,378519580,Energy,2026-04-09,Key Management Personnel,kmp,clearance_required,workable,
OMA,OMEGA OIL & GAS LIMITED,378519580,Energy,2026-04-09,Chairman,director,clearance_required,workable,
OMA,OMEGA OIL & GAS LIMITED,378519580,Energy,2026-04-09,Directors,director,clearance_required,workable,
OMA,OMEGA OIL & GAS LIMITED,378519580,Energy,2026-04-09,Restricted Persons,restricted,clearance_required,workable,
ACF,ACROW LIMITED,378184486,Capital Goods,2023-03-01,Restricted Persons,restricted,clearance_required,blocked_loan,
ACF,ACROW LIMITED,378184486,Capital Goods,2023-03-01,Key Personnel,kmp,clearance_required,blocked_loan,
ACF,ACROW LIMITED,378184486,Capital Goods,2023-03-01,Chair,director,clearance_required,blocked_loan,
ACF,ACROW LIMITED,378184486,Capital Goods,2023-03-01,employees (excluding Restricted Persons),all_staff,clearance_required,blocked_loan,
SLS,SOLSTICE MINERALS LIMITED,377031245,Materials,2022-08-30,Restricted Persons,restricted,clearance_required,workable,
SLS,SOLSTICE MINERALS LIMITED,377031245,Materials,2022-08-30,Senior Personnel,kmp,clearance_required,workable,
SLS,SOLSTICE MINERALS LIMITED,377031245,Materials,2022-08-30,Employees,all_staff,clearance_required,workable,
SLS,SOLSTICE MINERALS LIMITED,377031245,Materials,2022-08-30,Chairman,director,clearance_required,workable,
SLS,SOLSTICE MINERALS LIMITED,377031245,Materials,2022-08-30,Connected Person,associate,clearance_required,workable,
RMC,RESIMAC GROUP LTD,371797271,Financial Services,2010-12-20,Insiders,all_staff,unclear,workable,
RMC,RESIMAC GROUP LTD,371797271,Financial Services,2010-12-20,Designated Insiders,kmp,unclear,workable,
RMC,RESIMAC GROUP LTD,371797271,Financial Services,2010-12-20,Chairman,director,unclear,workable,
RMC,RESIMAC GROUP LTD,371797271,Financial Services,2010-12-20,Managing Director and Chief Executive Officer,kmp,unclear,workable,
SVL,SILVER MINES LIMITED,366196741,Materials,2010-12-29,Directors,director,unclear,workable,
SVL,SILVER MINES LIMITED,366196741,Materials,2010-12-29,Senior Management,kmp,unclear,workable,
SVL,SILVER MINES LIMITED,366196741,Materials,2010-12-29,others,all_staff,unclear,workable,
SVL,SILVER MINES LIMITED,366196741,Materials,2010-12-29,associates,associate,unclear,workable,
RG8,REGAL ASIAN INVESTMENTS LIMITED,365277533,Not Applic,2024-10-24,Relevant Person,restricted,clearance_required,blocked_loan,
RG8,REGAL ASIAN INVESTMENTS LIMITED,365277533,Not Applic,2024-10-24,Company Secretary or director of the Company (excluding the Chair),kmp,clearance_required,blocked_loan,
RG8,REGAL ASIAN INVESTMENTS LIMITED,365277533,Not Applic,2024-10-24,Chair of the Board,director,clearance_required,blocked_loan,
RG8,REGAL ASIAN INVESTMENTS LIMITED,365277533,Not Applic,2024-10-24,Associate,associate,clearance_required,blocked_loan,
AAR,ASTRAL RESOURCES NL,361761936,Materials,2020-06-30,Designated Persons,restricted,clearance_required,blocked_loan,
AAR,ASTRAL RESOURCES NL,361761936,Materials,2020-06-30,"Employees, consultants or contractors (other than a Designated Person)",all_staff,available,blocked_loan,
AGI,AINSWORTH GAME TECHNOLOGY LIMITED,360369504,Consumer Services,2010-12-15,Directors (and the CEO),director,unclear,workable,
AGI,AINSWORTH GAME TECHNOLOGY LIMITED,360369504,Consumer Services,2010-12-15,Employees,all_staff,unclear,workable,
GDI,GDI PROPERTY GROUP,356282840,Equity Real Estate Investment Trusts (REITs),2015-07-29,Personnel,all_staff,blocked,blocked_hedge,"hedging:  | derivatives: trading in derivative products over GDI Property Group Securities, including warrants, exchange-traded and over-the-coun"
GDI,GDI PROPERTY GROUP,356282840,Equity Real Estate Investment Trusts (REITs),2015-07-29,Restricted Persons,restricted,blocked,blocked_hedge,"hedging:  | derivatives: trading in derivative products over GDI Property Group Securities, including warrants, exchange-traded and over-the-coun"
GDI,GDI PROPERTY GROUP,356282840,Equity Real Estate Investment Trusts (REITs),2015-07-29,directors,director,blocked,blocked_hedge,"hedging:  | derivatives: trading in derivative products over GDI Property Group Securities, including warrants, exchange-traded and over-the-coun"
GDI,GDI PROPERTY GROUP,356282840,Equity Real Estate Investment Trusts (REITs),2015-07-29,the Chairman,director,blocked,blocked_hedge,"hedging:  | derivatives: trading in derivative products over GDI Property Group Securities, including warrants, exchange-traded and over-the-coun"
GDI,GDI PROPERTY GROUP,356282840,Equity Real Estate Investment Trusts (REITs),2015-07-29,employees,kmp,blocked,blocked_hedge,"hedging:  | derivatives: trading in derivative products over GDI Property Group Securities, including warrants, exchange-traded and over-the-coun"
TRE,TOUBANI RESOURCES LIMITED,354357498,Materials,2022-11-24,Designated Persons,restricted,clearance_required,blocked_loan,
